ano_campeonato;data;rodada;estadio;arbitro;publico;publico_max;time_mandante;time_visitante;tecnico_mandante;tecnico_visitante;colocacao_mandante;colocacao_visitante;valor_equipe_titular_mandante;valor_equipe_titular_visitante;idade_media_titular_mandante;idade_media_titular_visitante;gols_mandante;gols_visitante;gols_1_tempo_mandante;gols_1_tempo_visitante;media_gol_mandante;media_gol_visitante;Artilheiro;Resultado_Jogo;escanteios_mandante;escanteios_visitante;faltas_mandante;faltas_visitante;chutes_bola_parada_mandante;chutes_bola_parada_visitante;defesas_mandante;defesas_visitante;impedimentos_mandante;impedimentos_visitante;chutes_mandante;chutes_visitante;chutes_fora_mandante;chutes_fora_visitante
2013;15/11/2013;34;Estádio Raimundo Sampaio;Marcelo de Lima Henrique;12451;;Atlético-MG;Internacional;Cuca;Clemer;7;11;17600000;10100000;28.7;24.8;2;1;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;15/11/2013;34;Estádio Jornalista Mário Filho;Marcos André Gomes da Penha;30844;;Fluminense;Náutico;Dorival Júnior;Marcelo Martelotte;17;20;21100000;3050000;25.9;25.4;2;0;1;0;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;16/11/2013;35;Estádio Jornalista Mário Filho;Wilson Luiz Seneme;14147;;Botafogo;Atlético-PR;Oswaldo de Oliveira;Vágner Mancini;5;2;15300000;5300000;28.6;25.9;4;0;2;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;17/11/2013;35;Estádio Olímpico Nilton Santos;Claudio Francisco Lima e Silva;13168;57483;Cruzeiro;Ponte Preta;;;1;19;;;;;2;2;0;1;4;1;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2013;17/11/2013;35;Estádio Municipal Paulo Machado de Carvalho;Ricardo Marques Ribeiro;19207;68000;Corinthians;Vasco da Gama;Tite;Adilson Batista;10;18;22700000;7000000;28.1;27.8;0;0;0;0;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;17/11/2013;35;Arena do Grêmio;Héber Lopes;17097;60540;Grêmio;Flamengo;Renato Gaúcho;Jayme de Almeida;3;12;20550000;5450000;28.4;24.0;2;1;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;17/11/2013;35;Arena de Pernambuco;Elmo Alves Resende Cunha;2721;46154;Náutico;EC Bahia;Marcelo Martelotte;Cristóvão Borges;20;15;3100000;5800000;25.1;25.8;0;1;0;0;1;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;17/11/2013;35;Estádio Major Antônio Couto Pereira;Cleisson Veloso Pereira;5510;;Coritiba FC;Criciúma EC;Péricles Chamusca;Argel Fucks;13;16;6150000;5200000;27.2;26.7;1;2;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;17/11/2013;35;Estádio Manoel Barradas;Sandro Ricci;13738;;EC Vitória;Santos FC;Ney Franco;Claudinei Oliveira;7;9;4850000;20100000;26.3;26.0;2;0;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;17/11/2013;35;Estádio Doutor Osvaldo Texeira Duarte;Jean Pierre Goncalves Lima;2867;21004;Portuguesa;Atlético-MG;Guto Ferreira;Cuca;17;6;4250000;14250000;26.8;28.6;2;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;17/11/2013;35;Estádio Jornalista Mário Filho;Márcio Chagas da Silva;37310;82238;Fluminense;São Paulo;Dorival Júnior;Muricy Ramalho;14;8;22800000;20800000;27.0;24.7;2;1;1;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;17/11/2013;35;Estádio do Governo do Estado de Goiás;Wagner Reway;8263;50049;Goiás EC;Internacional;Enderson Moreira;Clemer;4;11;5400000;10700000;27.8;25.5;3;1;1;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;23/11/2013;36;Estádio Heriberto Hülse;Wilson Luiz Seneme;9824;;Criciúma EC;EC Vitória;Argel Fucks;Ney Franco;14;6;5550000;5100000;27.3;27.5;1;1;1;0;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;23/11/2013;36;Estádio Jornalista Mário Filho;Marcos André Gomes da Penha;38654;50000;Vasco da Gama;Cruzeiro;Adilson Batista;Marcelo Oliveira;18;1;6250000;16400000;26.3;25.6;2;1;2;0;2;4;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;24/11/2013;36;Estádio Paulo Constantino;Francisco Carlos do Nascimento;4369;20000;Santos FC;Fluminense;Claudinei Oliveira;Dorival Júnior;10;12;23700000;20300000;26.6;27.4;1;0;;;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;24/11/2013;36;Arena Fonte Nova;Ricardo Marques Ribeiro;31025;55000;EC Bahia;Portuguesa;Cristóvão Borges;Guto Ferreira;13;17;5800000;4400000;25.5;28.3;1;0;;;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;24/11/2013;36;Estádio Francisco Stédile;Emerson de Almeida Ferreira;11195;30822;Internacional;Coritiba FC;Clemer;Tcheco;11;16;32300000;6500000;28.9;27.3;0;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;24/11/2013;36;Estádio Moisés Lucarelli;Dewson Fernando Freitas da Silva;4111;19728;Ponte Preta;Grêmio;;;19;2;;;;;1;1;1;0;1;2;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2013;24/11/2013;36;Estádio Cícero Pompeu de Toledo;Paulo Henrique de Godoy Bezerra;12692;67428;São Paulo;Botafogo;Muricy Ramalho;Oswaldo de Oliveira;9;5;21650000;15050000;26.2;27.6;1;1;1;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;24/11/2013;36;Estádio Jornalista Mário Filho;Fabrício Neves Corrêa;23284;87101;Flamengo;Corinthians;Jayme de Almeida;Tite;15;8;15400000;22800000;25.5;26.5;1;0;1;0;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;24/11/2013;36;Estádio Raimundo Sampaio;Luiz Flávio de Oliveira;10128;23018;Atlético-MG;Goiás EC;Cuca;Enderson Moreira;7;3;14800000;5350000;29.7;27.4;4;1;2;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;24/11/2013;36;Arena Joinville;Arilson Bispo da Anunciação;2472;15000;Atlético-PR;Náutico;Vágner Mancini;Marcelo Martelotte;4;20;4600000;3450000;27.2;28.0;6;1;2;0;3;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;30/11/2013;37;Estádio Jornalista Mário Filho;Marcos André Gomes da Penha;44699;82238;Fluminense;Atlético-MG;Dorival Júnior;Cuca;16;6;19350000;18000000;26.3;28.3;2;2;1;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;01/12/2013;37;Estádio Moisés Lucarelli;Márcio Chagas da Silva;2390;19728;Ponte Preta;Portuguesa;;Guto Ferreira;19;18;;;;;0;2;;;1;2;N�o Tem;Empate;;;;;;;;;;;;;;
2013;01/12/2013;37;Estádio Municipal Paulo Machado de Carvalho;Felipe Gomes da Silva;33201;37730;Corinthians;Internacional;Tite;Clemer;10;11;22200000;32300000;28.4;28.9;0;0;0;0;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;01/12/2013;37;Estádio Governador Magalhães Pinto;André Luiz de Freitas Castro;48112;57483;Cruzeiro;EC Bahia;Marcelo Oliveira;Cristóvão Borges;1;12;21600000;5500000;27.8;26.4;1;2;0;1;4;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;01/12/2013;37;Estádio Jornalista Mário Filho;Anderson Daronco;55914;60000;Vasco da Gama;Náutico;;;17;20;;;;;2;0;1;0;2;1;Visitante;Visitante Vencedor;;;;;;;;;;;;;;
2013;01/12/2013;37;Estádio Major Antônio Couto Pereira;Ricardo Marques Ribeiro;17169;37182;Coritiba FC;Botafogo;Tcheco;Oswaldo de Oliveira;15;5;4700000;16350000;27.2;27.6;2;1;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;01/12/2013;37;Estádio Manoel Barradas;Paulo César de Oliveira;25148;;EC Vitória;Flamengo;Ney Franco;Jayme de Almeida;7;13;5850000;7900000;27.9;23.9;4;2;1;1;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;01/12/2013;37;Estádio Heriberto Hülse;Francisco Carlos do Nascimento;18081;22000;Criciúma EC;São Paulo;Argel Fucks;Muricy Ramalho;14;9;5650000;24500000;27.7;26.9;1;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;01/12/2013;37;Arena do Grêmio;Héber Lopes;23910;60540;Grêmio;Goiás EC;Renato Gaúcho;Enderson Moreira;3;4;24550000;5850000;27.8;26.1;1;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;01/12/2013;37;Estádio Benedito Teixeira;Wagner Reway;11431;32936;Santos FC;Atlético-PR;Claudinei Oliveira;Vágner Mancini;8;2;16400000;5500000;27.7;26.1;2;1;1;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;07/12/2013;38;Arena de Pernambuco;Elmo Alves Resende Cunha;9716;;Náutico;Corinthians;Marcelo Martelotte;Tite;20;9;4750000;27550000;26.6;26.5;1;0;0;0;1;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;07/12/2013;38;Estádio Jornalista Mário Filho;Paulo Henrique de Godoy Bezerra;41272;78838;Flamengo;Cruzeiro;Jayme de Almeida;Marcelo Oliveira;15;1;9650000;13000000;26.3;27.7;1;1;1;0;2;4;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;08/12/2013;38;Estádio Francisco Stédile;Alício Pena Junior;12244;;Internacional;Ponte Preta;;;12;19;;;;;0;0;0;0;2;1;N�o Tem;Empate;;;;;;;;;;;;;;
2013;08/12/2013;38;Estádio Doutor Osvaldo Texeira Duarte;Emerson de Almeida Ferreira;4384;21004;Portuguesa;Grêmio;Guto Ferreira;Renato Gaúcho;17;2;4200000;24550000;29.5;27.8;0;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;08/12/2013;38;Estádio Municipal Doutor Novelli Júnior;Pablo dos Santos Alves;9220;67428;São Paulo;Coritiba FC;Muricy Ramalho;Tcheco;10;14;21900000;5200000;27.0;26.5;0;1;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;08/12/2013;38;Estádio do Governo do Estado de Goiás;Jean Pierre Goncalves Lima;25238;50049;Goiás EC;Santos FC;Enderson Moreira;Claudinei Oliveira;4;8;5250000;23250000;27.6;26.7;0;3;0;2;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;08/12/2013;38;Estádio Raimundo Sampaio;Héber Lopes;22315;;Atlético-MG;EC Vitória;Cuca;Ney Franco;7;6;19450000;5350000;28.9;27.3;2;2;1;2;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;08/12/2013;38;Arena Fonte Nova;Leandro Pedro Vuaden;40249;55000;EC Bahia;Fluminense;Cristóvão Borges;Dorival Júnior;11;18;5350000;20250000;25.7;26.3;1;2;1;0;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;08/12/2013;38;Estádio Jornalista Mário Filho;Paulo César de Oliveira;34354;46931;Botafogo;Criciúma EC;Oswaldo de Oliveira;Argel Fucks;5;13;16900000;5050000;28.9;27.3;3;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2013;08/12/2013;38;Arena Joinville;Ricardo Marques Ribeiro;8978;41456;Atlético-PR;Vasco da Gama;Vágner Mancini;Adilson Batista;3;16;5400000;6750000;26.9;26.9;5;1;2;1;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;19/04/2014;1;Estádio Beira-Rio;Raphael Claus;24692;56000;Internacional;EC Vitória;Abel Braga;Ney Franco;6;18;13750000;3500000;29.4;26.3;1;0;1;0;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;19/04/2014;1;Estádio Jornalista Mário Filho;Ricardo Marques Ribeiro;35020;82238;Fluminense;Figueirense FC;Cristóvão Borges;Vinícius Eutrópio;2;20;34200000;1550000;28.7;25.8;3;0;2;0;3;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;20/04/2014;1;Arena Fonte Nova;Luiz Flávio de Oliveira;9348;55000;EC Bahia;Cruzeiro;Marquinhos Santos;Marcelo Oliveira;16;3;5800000;16300000;27.1;27.4;1;2;0;0;1;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;20/04/2014;1;Estádio Nacional de Brasília Mané Garrincha;Anderson Daronco;19012;;Flamengo;Goiás EC;Jayme de Almeida;Ricardo Drubscky;11;13;10300000;2400000;28.2;27.0;0;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;20/04/2014;1;Estádio Urbano Caldeira;Arilson Bispo da Anunciação;7964;20120;Santos FC;Sport Recife;Oswaldo de Oliveira;Eduardo Baptista;7;8;34050000;3000000;26.4;28.6;1;1;0;0;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;20/04/2014;1;Arena Condá;Rodrigo Nunes de Sá;7178;25000;Chapecoense;Coritiba FC;Gilmar;Celso Roth;14;12;1400000;7000000;27.1;27.2;0;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;20/04/2014;1;Estádio Olímpico Nilton Santos;Héber Lopes;8724;46931;Atlético-MG;Corinthians;Paulo Autuori;Mano Menezes;10;9;26800000;26000000;29.2;25.8;0;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;20/04/2014;1;Estádio Orlando Scarpelli;Marcelo de Lima Henrique;2495;19908;Atlético-PR;Grêmio;Miguel Ángel Portugal;Enderson Moreira;5;17;3500000;17900000;23.7;27.0;1;0;1;0;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;20/04/2014;1;Estádio Heriberto Hülse;André Luiz de Freitas Castro;11768;22000;Criciúma EC;Palmeiras;Caio Júnior;Gilson Kleina;15;4;3250000;11500000;27.3;28.9;1;2;1;0;1;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;20/04/2014;1;Estádio Cícero Pompeu de Toledo;Wilton Sampaio;31564;67428;São Paulo;Botafogo;Muricy Ramalho;Vágner Mancini;1;19;36850000;21100000;27.2;28.4;3;0;2;0;3;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;26/04/2014;2;Estádio Major Antônio Couto Pereira;Emerson de Almeida Ferreira;12354;37182;Coritiba FC;Santos FC;Celso Roth;Oswaldo de Oliveira;12;7;7000000;27600000;27.5;24.6;0;0;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;27/04/2014;2;Estádio Jornalista Mário Filho;Jailson Macedo Freitas;9995;82238;Botafogo;Internacional;Vágner Mancini;Abel Braga;19;6;21550000;12250000;28.4;28.4;2;2;0;2;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;27/04/2014;2;Estádio Olímpico Nilton Santos;Wagner do Nascimento Magalhães;17530;46931;Cruzeiro;São Paulo;Marcelo Oliveira;Muricy Ramalho;3;1;29700000;36850000;28.0;27.3;1;1;0;0;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;27/04/2014;2;Estádio do Governo do Estado de Goiás;Renán Roberto de Souza;2090;;Goiás EC;Criciúma EC;Ricardo Drubscky;Caio Júnior;13;15;2900000;3450000;26.9;26.1;1;0;0;0;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;27/04/2014;2;Estádio Municipal Paulo Machado de Carvalho;Dewson Fernando Freitas da Silva;11189;37952;Palmeiras;Fluminense;Gilson Kleina;Cristóvão Borges;4;2;10000000;34200000;28.7;28.8;0;1;0;1;1;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;27/04/2014;2;Arena Barueri;Sandro Ricci;777;;Figueirense FC;EC Bahia;Vinícius Eutrópio;Marquinhos Santos;20;16;2800000;5300000;27.1;26.9;0;2;0;1;1;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;27/04/2014;2;Estádio Municipal Paulo Machado de Carvalho;Leandro Pedro Vuaden;36402;68000;Corinthians;Flamengo;Mano Menezes;Jayme de Almeida;9;11;29500000;10100000;26.6;28.3;2;0;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;27/04/2014;2;Arena do Grêmio;Wagner Reway;9245;60540;Grêmio;Atlético-MG;Enderson Moreira;Levir Culpi;17;10;8800000;29300000;22.0;29.4;2;1;2;0;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;27/04/2014;2;Estádio Governador Roberto Santos;Franscisco Carlos do Nascimento;4953;31677;EC Vitória;Atlético-PR;Ney Franco;Miguel Ángel Portugal;18;5;3950000;3800000;24.3;24.2;2;2;2;0;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;27/04/2014;2;Estádio Adelmar da Costa Carvalho;Francisco de Assis Almeida Filho;12686;35000;Sport Recife;Chapecoense;Eduardo Baptista;Gilmar;8;14;2250000;1100000;28.0;27.4;2;1;2;1;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;03/05/2014;3;Estádio Urbano Caldeira;Ricardo Marques Ribeiro;7934;20120;Santos FC;Grêmio;Oswaldo de Oliveira;Enderson Moreira;12;10;32100000;21600000;25.2;26.2;0;0;0;0;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;03/05/2014;3;Estádio Municipal Paulo Machado de Carvalho;Claudio Francisco Lima e Silva;31888;37952;São Paulo;Coritiba FC;Muricy Ramalho;Celso Roth;2;13;36950000;7750000;28.8;27.1;2;2;1;1;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;03/05/2014;3;Estádio Nacional de Brasília Mané Garrincha;Elmo Alves Resende Cunha;11877;71400;Atlético-PR;Cruzeiro;Miguel Ángel Portugal;Marcelo Oliveira;5;4;3750000;15500000;23.6;27.5;2;3;2;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;04/05/2014;3;Arena Fonte Nova;Raphael Claus;16040;;EC Bahia;Botafogo;Marquinhos Santos;Vágner Mancini;9;18;4800000;19900000;26.8;27.7;1;0;0;0;1;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;04/05/2014;3;Estádio Jornalista Mário Filho;Marcos André Gomes da Penha;50687;82238;Fluminense;EC Vitória;Cristóvão Borges;Ney Franco;1;14;34200000;4350000;28.8;27.5;1;2;0;0;3;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;04/05/2014;3;Arena Condá;Wagner Reway;15009;25000;Chapecoense;Corinthians;Gilmar;Mano Menezes;16;3;1400000;29500000;27.6;26.7;0;1;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;04/05/2014;3;Estádio Raimundo Sampaio;Marcelo de Lima Henrique;6029;15000;Atlético-MG;Goiás EC;Levir Culpi;Ricardo Drubscky;15;8;29000000;3250000;26.2;27.7;0;1;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;04/05/2014;3;Estádio Jornalista Mário Filho;Paulo Henrique de Godoy Bezerra;21082;87101;Flamengo;Palmeiras;Jayme de Almeida;Gilson Kleina;17;11;9950000;9850000;26.6;28.2;4;2;1;2;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;04/05/2014;3;Estádio Heriberto Hülse;Braulio da Silva Machado;10216;;Criciúma EC;Figueirense FC;Wagner Lopes;Guto Ferreira;19;20;5900000;2350000;27.2;26.8;1;0;1;0;1;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;04/05/2014;3;Estádio Beira-Rio;Pablo dos Santos Alves;17974;56000;Internacional;Sport Recife;Abel Braga;Eduardo Baptista;6;7;14500000;2600000;29.6;28.7;2;1;2;0;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;10/05/2014;4;Estádio Beira-Rio;Sandro Ricci;28426;56000;Internacional;Atlético-PR;Abel Braga;Miguel Ángel Portugal;3;8;14500000;3600000;29.6;23.2;2;1;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;10/05/2014;4;Estádio Municipal Paulo Machado de Carvalho;Felipe Gomes da Silva;6454;;Palmeiras;Goiás EC;Alberto Valentim;Ricardo Drubscky;16;4;9800000;2950000;26.9;27.2;2;0;2;0;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;11/05/2014;4;Arena Fonte Nova;Wilton Sampaio;21352;;EC Bahia;EC Vitória;Marquinhos Santos;Ney Franco;6;10;4350000;4300000;27.0;27.3;1;1;0;1;1;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;11/05/2014;4;Arena Barueri;Raphael Claus;14000;32500;São Paulo;Corinthians;Muricy Ramalho;Mano Menezes;7;1;30950000;26000000;28.3;27.1;1;1;0;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;11/05/2014;4;Arena Condá;Dewson Fernando Freitas da Silva;19165;25000;Chapecoense;Grêmio;Gilmar;Enderson Moreira;18;12;1800000;22200000;26.8;26.0;1;2;0;1;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;11/05/2014;4;Estádio Major Antônio Couto Pereira;Jean Pierre Goncalves Lima;10832;;Coritiba FC;Sport Recife;Celso Roth;Eduardo Baptista;13;11;7000000;2150000;27.8;27.9;0;1;0;0;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;11/05/2014;4;Estádio Raimundo Sampaio;Héber Lopes;9048;15000;Atlético-MG;Cruzeiro;Levir Culpi;Marcelo Oliveira;17;2;27200000;16500000;28.7;26.7;2;1;0;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;11/05/2014;4;Estádio Municipal Jacy Scaff;Franscisco Carlos do Nascimento;7806;36000;Figueirense FC;Santos FC;Guto Ferreira;Oswaldo de Oliveira;20;14;1900000;16900000;26.2;25.0;0;2;0;1;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;11/05/2014;4;Estádio Jornalista Mário Filho;Claudio Francisco Lima e Silva;4992;;Botafogo;Criciúma EC;Vágner Mancini;Wagner Lopes;19;15;18400000;4900000;28.6;27.5;6;0;1;0;1;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;11/05/2014;4;Estádio Jornalista Mário Filho;Wagner do Nascimento Magalhães;30766;82238;Fluminense;Flamengo;Cristóvão Borges;Jayme de Almeida;5;9;34200000;11750000;28.8;27.9;2;0;1;0;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;15/05/2014;5;Estádio Municipal Radialista Mário Helênio;Ricardo Marques Ribeiro;9737;;Goiás EC;Botafogo;Ricardo Drubscky;Vágner Mancini;8;13;2750000;18400000;25.9;28.7;2;0;0;0;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;17/05/2014;5;Estádio Governador Magalhães Pinto;André Luiz de Freitas Castro;11603;57483;Cruzeiro;Coritiba FC;Marcelo Oliveira;Celso Roth;5;17;30700000;7500000;29.0;27.7;3;2;2;1;3;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;18/05/2014;5;Arena do Grêmio;Sandro Ricci;19328;60540;Grêmio;Fluminense;Enderson Moreira;Cristóvão Borges;7;2;19000000;34200000;24.9;28.8;1;0;0;0;1;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;18/05/2014;5;Estádio Jornalista Mário Filho;Ricardo Marques Ribeiro;25118;87101;Flamengo;São Paulo;Jayme de Almeida;Muricy Ramalho;16;9;9900000;33750000;28.1;27.7;0;2;0;1;2;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;18/05/2014;5;Neo Química Arena;Jailson Macedo Freitas;36694;49205;Corinthians;Figueirense FC;Mano Menezes;Guto Ferreira;3;20;32000000;1550000;26.6;26.0;0;1;0;0;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;18/05/2014;5;Estádio Manoel Barradas;Leandro Pedro Vuaden;8484;35632;EC Vitória;Palmeiras;Carlos Amadeu;Alberto Valentim;12;11;3200000;8550000;25.3;25.9;0;1;0;0;1;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;18/05/2014;5;Arena da Baixada;Grazianni Maciel Rocha;766;41456;Atlético-PR;Chapecoense;Miguel Ángel Portugal;Gilmar;14;19;4050000;1250000;23.2;27.1;1;1;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;18/05/2014;5;Estádio Heriberto Hülse;Raphael Claus;13047;22000;Criciúma EC;Internacional;Wagner Lopes;Abel Braga;18;1;5050000;16400000;28.1;29.2;0;0;0;0;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;18/05/2014;5;Arena Pantanal;Péricles Bassols Pegado Cortez;15600;42000;Santos FC;Atlético-MG;Oswaldo de Oliveira;Levir Culpi;10;15;15850000;24200000;26.3;28.3;1;2;1;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;22/05/2014;6;Estádio Governador Magalhães Pinto;Felipe Gomes da Silva;13679;57483;Cruzeiro;Sport Recife;Marcelo Oliveira;Eduardo Baptista;2;3;24200000;2150000;27.2;27.9;2;0;0;0;3;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;22/05/2014;6;Estádio Doutor Osvaldo Texeira Duarte;Marcelo de Lima Henrique;13137;21004;Corinthians;Atlético-PR;Mano Menezes;Miguel Ángel Portugal;9;13;29750000;2600000;27.1;23.5;1;1;0;0;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;22/05/2014;6;Estádio Major Antônio Couto Pereira;Elmo Alves Resende Cunha;11599;37182;Coritiba FC;Internacional;Celso Roth;Abel Braga;18;1;7100000;13250000;27.5;28.4;1;1;0;1;2;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;22/05/2014;6;Estádio Alfredo Jaconi;Flavio Rodrigues de Souza;7010;60540;Grêmio;Botafogo;Enderson Moreira;Vágner Mancini;4;15;19000000;9700000;24.9;28.9;2;1;1;1;1;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;22/05/2014;6;Estádio Cláudio Moacyr de Azevedo;Gilberto Rodrigues Castro Junior;10924;87101;Flamengo;EC Bahia;Ney Franco;Marquinhos Santos;16;10;9950000;5000000;29.1;26.8;1;1;1;0;2;1;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;22/05/2014;6;Estádio Jornalista Mário Filho;Paulo Henrique de Godoy Bezerra;17035;82238;Fluminense;São Paulo;Cristóvão Borges;Muricy Ramalho;7;6;25200000;33750000;27.6;27.7;5;2;1;2;3;3;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
2014;22/05/2014;6;Estádio Heriberto Hülse;Héber Lopes;7336;22000;Criciúma EC;Chapecoense;Wagner Lopes;Gilmar;17;20;5250000;950000;27.6;27.0;1;0;1;0;1;2;Mandante;Mandante_Vencedor;;;;;;;;;;;;;;
